State,State_Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AK,Alaska,317550.25500000006,315990.3229166667,318035.0020833334,310494.80555555545,314616.31851851847,322777.08333333343,329873.77777777764,331699.2092592592,328891.4358695652,341071.9710144927,352148.6739130434,374444.7245577779
AL,Alabama,177986.94525704175,170364.99508385605,166551.1845734793,165274.16149393097,165825.29027516552,168822.66155212454,170795.81437127688,174509.26858628207,181172.24965277791,188541.08506944438,195549.04041666648,204914.14412312483
AR,Arkansas,150924.45256244607,148483.6852661597,147227.84983660138,148060.22902582577,149295.00319865323,151475.32396851253,154134.97116321945,157376.05529835366,161857.25708912362,167369.28553553548,172484.47507507485,180348.7603824773
AZ,Arizona,227259.20257352953,206214.22008547006,210231.92032004826,240706.75561529264,259765.1023669797,266549.3547536662,279573.71907216497,293197.5383734249,310692.5259670082,326750.69368600677,346372.004095563,365376.7848511946
CA,California,486231.2224133363,464201.77330700634,462546.65557067265,526887.2464759013,590197.6925974162,626777.6351166982,671847.0400911857,713689.3760228254,779298.7955362881,797967.8511560693,823366.7053949892,865753.3668075622
CO,Colorado,326384.49159470334,311669.1029262084,310957.18270519265,326973.4764289083,346198.97993034165,372331.5896124033,401582.9133522727,428463.3482734455,457064.729234522,479710.4616402118,491887.00249433087,513899.72403386334
CT,Connecticut,391091.78675799083,372805.6662961493,354405.1249482401,358925.3047163119,366847.3263305324,372412.9698056173,375956.8925919501,379198.4742366413,384499.76596958167,385106.93314321875,386816.9646387834,406163.82379007636
DC,DC,691047.0650000002,690554.1583333332,702464.4958333333,770757.2124999999,837317.3916666666,880177.3611111112,922619.365079365,964102.630952381,994168.9801587304,1049825.8412698414,1081756.504761905,1130073.8490571429
DE,Delaware,306398.0580645161,288373.36904761905,274549.2486772487,275880.6190476191,285009.14021164033,291646.9179894179,296098.3478835979,303244.2989417989,311829.10052910045,319496.4960317459,324140.5317460318,343418.18378064525
FL,Florida,265169.068513363,248982.06754279783,247344.15142276417,270070.48219152837,298863.21220631426,323878.8967134939,346941.190909091,364250.4420446366,380480.9493347719,392572.38502337324,401559.9206040992,419500.3285431501
GA,Georgia,177951.84236577194,166292.06973860873,160811.51214876023,167709.90310965644,181216.23904220754,191314.80539452503,201949.41621260656,210658.40907338378,224508.07119532776,236071.46617032372,242815.86786833854,253605.96102119324
HI,Hawaii,688328.6980392159,616729.8884803923,601921.8136070849,613424.109741784,634710.4371794873,660800.8920940171,684002.4636752136,714095.7094017093,742594.4647435895,761027.2724358974,774689.516666667,804261.6705846156
IA,Iowa,135200.49538706738,132592.95356019755,131643.56024015674,131582.2676171417,133560.80555946333,133879.85137072418,138450.53363780817,143104.79104086838,146311.43574464167,151359.09525129336,155607.19855875857,162162.8736886919
ID,Idaho,204640.58843537417,186449.4874396134,188719.2573899372,202949.1596899225,213231.66819571858,221635.7231851853,236828.89864766083,253999.03722943712,278389.8788984262,305419.6598712446,325620.5424892701,342746.3787437769
IL,Illinois,192654.48145442476,183333.59149334545,176002.81608976613,181532.6597406279,188588.70021433407,193209.25174308158,196759.6869470902,201590.95207690107,208531.61031523094,211373.8306023719,213072.2479400749,221724.71486923093
IN,Indiana,139096.33347578332,137033.6751652503,136147.17563343508,137823.75448777465,141250.94066212326,146356.38331040824,150836.13805936067,157812.51339070057,167535.62212449254,177641.0826567434,185134.98768606246,193773.4682215449
KS,Kansas,148447.71315746207,144794.06647342985,143920.87535816626,145123.61563670414,144608.1654998386,147755.57504166654,148913.84658263304,149615.76943241953,153419.04541884374,159888.79934437544,164599.2227743272,172754.66055450734
KY,Kentucky,135761.18267319383,130778.60766708462,124828.09349500872,125032.79701704546,124702.78745988765,127772.55452400101,132101.19644792884,135960.56295245877,141986.8517764859,147729.30481727573,152531.33205980054,159420.6292976549
LA,Louisiana,189420.12986484065,185719.69800908535,184947.5805502469,186117.98786291023,188960.80642583835,192115.62282900428,197283.90543106128,200604.28793897814,203843.61171274964,206940.2999551973,211093.6758064516,221278.41277232877
MA,Massachusetts,465356.1390134533,456046.70563012676,446155.02972636826,468336.1892324092,492205.87800865737,511071.6971710971,527215.2056615348,551821.8606091032,581709.2554090908,595412.5665000001,609104.9259999997,636714.4052199996
MD,Maryland,358142.10786240775,344748.0637533878,335909.5473300973,347256.8139158574,359011.8656174333,361433.5155367234,362540.803399051,372890.5516064259,384474.80636871106,390535.917862839,395790.6368421052,413175.9912404307
ME,Maine,227861.0857007577,223132.86690620487,217468.6319055945,217070.1490558292,218075.99814280352,220107.65634531592,223534.99237795742,228927.21253869962,235854.94825757603,244370.4797979797,255917.28818181803,269526.05850214756
MI,Michigan,148081.78820172782,143526.4741592852,142397.51937915751,150990.9970716576,162976.30169305345,170291.90195810597,176298.44165708803,185462.5985291726,196756.3723981899,206653.65940799407,213027.04298642557,222717.5277676903
MN,Minnesota,181166.52633992254,172072.1641137112,168902.37816573557,178651.40215877444,188365.7466394187,193305.08760851546,200854.8165567283,212337.963859802,224381.52334907508,233824.8935064935,241847.1950649349,252845.9149790362
MO,Missouri,166092.06162741064,159048.83106745323,154292.66784928503,155577.8065643907,158653.54195094245,162020.6023067633,166983.80182151185,172626.27526831112,180407.90342826038,188655.35021786505,194517.56509803922,205159.80144780854
MS,Mississippi,160192.2337837838,152408.16958128082,148251.6444572453,146311.67716965577,146451.54291497983,158888.0288711488,162658.31934974738,165778.31103603603,169205.05873407476,175116.31387061393,180135.12993421062,177302.5597749999
MT,Montana,263671.102795699,255056.98142250537,255844.5939583333,262249.46054023947,274793.18666666665,278499.7910326746,286537.03948412696,300623.4546162561,314315.4767113095,331578.33519345254,347557.7000000002,364088.8070627802
NC,North Carolina,225794.2261467132,216651.702635432,210026.9437511468,210638.47912720966,214911.6264576237,219794.89548229557,226640.64762881887,235710.44133138985,247366.49309329764,258431.6511548912,267189.7184782609,280657.1607878083
ND,North Dakota,147254.39461538458,154188.34807104655,159504.04931506846,172624.16024531022,177083.25176767673,180641.59578947365,180756.66359788357,182588.70736607147,183374.92696476958,185549.97425474256,188836.63495934958,195660.29266528928
NE,Nebraska,147493.65406504058,144205.93282492715,144584.52038344622,146958.038871795,151579.2049489283,155155.63371320037,160548.33874430094,168959.9344962663,176030.3180656442,185808.08595641644,192302.24624697331,201183.56034926444
NH,New Hampshire,288437.49298245617,282985.9734848485,278293.52037966525,284993.66256073833,292869.6682164107,297827.4722707424,307217.029327611,320233.21638054366,338056.42632331915,351812.5557939913,363633.79828326195,380441.228839485
NJ,New Jersey,433314.3847752333,415092.3494623657,397365.2745660767,400305.3142901814,416349.4521238508,422243.1587139316,423012.8484545456,432366.0572727272,447677.7032910626,456178.0640096619,462992.0144927538,484776.16057418205
NM,New Mexico,258998.42758620685,242069.44166666674,240874.05272108837,239053.16423948208,243622.42435897433,238362.02759999997,244080.7355128205,247822.93959899765,251475.677587923,264635.0869829684,272485.59562043805,285146.1646397058
NV,Nevada,234510.9961538462,214361.854961832,206918.88994910938,243078.97455470733,282915.38549618307,304171.0707070707,327156.4406565658,349159.9204545454,386916.8701754386,411414.4830827067,420941.3789473686,442378.5593659091
NY,New York,309087.2906868816,314953.8071742842,316782.6438299743,331263.3798840046,350295.3609079826,374382.8066854991,390417.51600026805,410363.61074309016,429182.66973981063,436536.7010155314,437965.68996415794,451963.0775647668
OH,Ohio,141843.76388534554,136798.76435683965,134350.1853535353,135481.45554533778,138362.33815939786,142816.52046478985,147901.4580566351,154845.55670437118,163737.13818107767,172377.83218759534,179372.26865261243,188276.54030550958
OK,Oklahoma,134620.52498156345,131895.78765102004,132916.64514017722,135319.59662807628,139957.37371663252,144960.42892607168,149614.03342134526,153175.1769682539,157845.72747334445,163698.8689814815,170763.06907407413,179333.14398180117
OR,Oregon,270711.38654434273,251933.08257575758,245819.558058058,262486.1078578579,283016.01708829374,300773.5435103244,325295.8777645256,348975.2253541077,369731.63103018986,384931.7756769373,397548.5918767509,417373.4914592699
PA,Pennsylvania,203572.6701338527,194584.6519492272,188763.3740600873,190155.57405746562,194293.94789431075,196030.80778223966,197390.77999841928,201689.578730382,209053.6202451249,216531.33136846995,223006.6523578365,234815.44563452373
RI,Rhode Island,335587.28082191775,325698.39840182645,308085.8584474887,313408.87671232887,328805.0273972603,331521.43618618627,345014.81306306313,361623.00563063077,383158.2398648648,393116.4346846847,406266.4216216216,425227.36660675687
SC,South Carolina,208449.0208333333,198439.99932445466,193156.9527530534,199051.1501130062,203522.8284946237,208101.68972868225,214841.1421709893,219955.13536985026,228119.75875514172,237505.74469067392,244841.00775623252,257624.22002801107
SD,South Dakota,170178.67210424712,172106.12495323602,170780.29987515596,172924.22216666664,174155.16137991802,180170.20093733945,188612.03047138036,197103.7556292856,204709.53321839074,214522.82356321844,221672.1468965517,231154.12365931037
TN,Tennessee,166207.1995666932,162257.72904228859,160920.05103115583,165204.053516416,171764.0963302752,177776.19919772266,187294.40453727925,198925.39540593114,211819.02457075194,223100.28108348115,233985.96642984,245803.64043623456
TX,Texas,191319.02874772786,187316.8706836959,187797.71250834176,196510.90672935467,210920.6195082304,224608.75696501383,237122.39215256955,249633.26342172612,260497.97704005364,271104.00466241746,278719.10509915015,291295.3327497164
UT,Utah,229811.388372093,217210.766104869,215877.47744014722,233003.55616605614,248827.15247859032,258311.1994208495,272814.660125448,293626.42517921154,320378.05017921154,344326.1863799283,360070.5392473118,378775.1607311828
VA,Virginia,279943.69502103754,274377.0433054396,271301.5943008312,274240.72324307915,281615.99873078044,284287.5892271156,287100.81488011545,294417.6392459299,302199.29069126374,312114.4970313822,321026.90699745517,335559.95664280234
VT,Vermont,238688.16375404524,239012.31998381868,238041.10501495283,237177.0185185186,235920.24043062204,236946.75087301582,237968.67301587304,242050.6601895735,251233.2219589259,259113.89099526056,266730.57251184835,278242.2998336492
WA,Washington,301003.4355648539,281638.2900323401,272001.2625341529,291383.561392833,310723.8746288798,329655.6398478835,359864.2654517618,394238.9241644962,433815.0539971699,451975.8678664074,474410.88229571993,500833.03152792953
WI,Wisconsin,177005.25080071602,170462.01609153196,166203.59163017047,168205.4921150277,174042.1840735434,178928.0997095417,184923.43036221582,194949.76332625112,206391.7377242683,216898.43000472145,225200.93923512741,235760.64796042544
WV,West Virginia,126710.62034805886,120444.64091456076,116792.15856590985,116202.45392246645,115834.92607132246,106377.1384213686,107398.28476971746,107161.43497981735,110265.08916926286,113379.78130841123,115567.45869158879,120438.41950712937
WY,Wyoming,283688.67442680773,282066.9748995983,283340.14789272036,293058.0861403508,303539.9625429553,314852.61245791236,323781.42340067343,324258.83508230455,336033.33024691354,349719.9182098765,364372.9851851854,378953.3044333332
